,enrolled_course,referral_ccm_website,referral_social_media,referral_community_event,referral_family_or_friend,referral_current_ccm_student,referral_ccm_alumni,referral_hs_teacher,referral_hs_counselor,referral_app_ad,referral_employer,referral_billboard,referral_tv,referral_radio,referral_other,impact_cost,impact_location,impact_choice_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_class_sizes,impact_ec_opps,impact_transfer_credits,impact_neg_experience,impact_nj_stars_program,impact_transfer_ccm_credits,impact_hs_credit,participation_open_house,participation_decision_day,participation_info_session,participation_virtual_info_session,participation_women_who_dare,participation_reg_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersec_program,participation_info_session_hs,participation_campus_visit_hs,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competitions,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,enrolled_degree_program,motivation_degree,info_source_hs_guidance_counselor,info_source_hs_teacher,info_source_ccm_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_development,info_source_nj_workforce_development,info_source_other,interest_in_more_classes,explanation_interest_in_classes,gender,race_ethnicity,age
142,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Not Answered,Not Answered,Some Impact,Some Impact,Some Impact,Not Answered,Some Impact,Some Impact,High Impact,No,No,No,Yes,No,No,Yes,No,Not Sure,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Not Answered,High Impact,Not Answered,Not Answered,High Impact,High Impact,Not Answered,Not Answered,Not Answered,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);Personal Enrichment",Yes,Yes,Don't recall,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,18 and younger
143,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Not Answered,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications",Yes,No,Yes,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,Multi-Racial,18 and younger
144,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Not Answered,Some Impact,High Impact,Not Answered,Some Impact,No Impact,No Impact,Not Answered,Not Answered,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Yes,No,No,Yes,No,Not Sure,Yes,No,Not Sure,Yes,Yes,No,No,No,No,Not Sure,Some Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Some Impact,ShareTime CSIP Program,To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Don't recall,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
145,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Don't recall,Yes,Yes,No,Yes,Yes,Don't recall,No,No,No,No,Don't recall,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;IT Industry Certifications",Yes,Yes,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
146,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Not Answered,Not Answered,Some Impact,High Impact,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Not Answered,No Impact,No Impact,No Impact,Not Answered,Not Answered,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,ShareTime CSIP Program,To get a job in the computing field;Transfer to bachelor's level program;Personal Enrichment,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
147,CMP 131 Fundamentals of Programming (Python),No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,ShareTime CSIP Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;IT Industry Certifications",Yes,Yes,Yes,No,Don't recall,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
148,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);IT Industry Certifications",Yes,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
149,CMP 131 Fundamentals of Programming (Python),No,No,No,Don't recall,No,No,No,Don't recall,No,No,No,No,No,Don't recall,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,ShareTime CSIP Program,Career Advancement;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,Don't recall,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Prefer not to say,Choose not to reply,18 and younger
150,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Don't recall,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;Personal Enrichment",Yes,No,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Woman,Asian,18 and younger
151,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Don't recall,Yes,No,No,No,No,No,Yes,Not Answered,No Impact,High Impact,High Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,High Impact,No,No,No,Yes,No,No,Not Sure,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Not Answered,Not Answered,Some Impact,Not Answered,Some Impact,Some Impact,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,ShareTime CSIP Program,"To get a job in the computing field;Transfer credits back to HS degree (ShareTime, Challenger Program);To keep current in tech industry;Financial;Personal Enrichment",Yes,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,Asian,18 and younger
152,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,To get a job in the computing field;To keep current in tech industry;Personal Enrichment,Yes,Don't recall,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
153,CMP 128 Computer Science I,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,Some Impact,Some Impact,High Impact,Not Answered,Some Impact,High Impact,Not Answered,No Impact,Some Impact,Not Answered,Not Answered,High Impact,High Impact,Not Answered,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program,Yes,Yes,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
154,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Computer Science,To get a job in the computing field;Career Advancement;Career Change;Professional Development;Relocation;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,Choose not to reply,25-34
155,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Web Development Certificate of Achievement,To get a job in the computing field;Career Advancement;To keep current in tech industry,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
156,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Career Change;IT Industry Certifications,No,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,25-34
157,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Financial;Personal Enrichment,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,19-20
158,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
159,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
160,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,CIS Game Development Option,To get a job in the computing field,No,No,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
161,CMP 128 Computer Science I,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,To get a job in the computing field,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
162,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Im more of a bussinesss mentality I took this hoping I'd like this and use cosmic as a minor,Man,Asian,18 and younger
163,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Professional Development;IT Industry Certifications,Yes,Yes,Yes,Yes,Don't recall,No,No,No,No,Not Answered,Not Answered,Man,Asian,19-20
164,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development Option,Transfer to bachelor's level program;Career Advancement,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
165,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,High Impact,Some Impact,High Impact,Not Answered,Not Answered,CIS Game Development Option,To get a job in the computing field;Career Advancement,Yes,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
166,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,Yes,Not Sure,Not Sure,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,"I've always been interested in programming but never had the patience to learn, I want to be forced to learn.",Man,White/Caucasian,18 and younger
167,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,Because it has to do with what I'm majoring in.,Man,Hispanic or Latino,18 and younger
168,CMP 128 Computer Science I,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,I'm interested in computer because it's something that I enjoy to learn about. ,Man,Hispanic or Latino,18 and younger
169,CMP 128 Computer Science I,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,High Impact,High Impact,High Impact,High Impact,Not Answered,High Impact,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,To get a job in the computing field;Transfer to bachelor's level program,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,25-34
170,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
171,CMP 128 Computer Science I,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Not Answered,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,No Impact,Not Answered,No Impact,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Liberal Arts,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,2.0,it was a required class because i failed the computer part of the test that i had to take before starting my first semester at ccm,Man,White/Caucasian,19-20
172,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Not Answered,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Liberal Arts,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,1.0,it was a required class that i had to take because i failed the computer section of the placement test,Man,White/Caucasian,19-20
173,CMP 128 Computer Science I,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Computer Science,To get a job in the computing field;Transfer to bachelor's level program,No,No,No,Yes,No,No,No,No,No,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
174,CMP 120 Foundations of Information Security,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
175,CMP 120 Foundations of Information Security,Don't recall,No,Don't recall,Don't recall,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Don't recall,High Impact,High Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Career Advancement;Professional Development;Financial;Personal Enrichment,No,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,21-24
176,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Career Change;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,Choose not to reply,25-34
177,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,19-20
178,CMP 120 Foundations of Information Security,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Multi-Racial,25-34
